iter	Logloss
261	0.1985618605
262	0.1985293767
263	0.1985004925
264	0.1984740964
265	0.1984573818
266	0.1984413065
267	0.198419685
268	0.1983797683
269	0.1983434782
270	0.1983217197
271	0.1982878206
272	0.1982577146
273	0.1982180983
274	0.1981899675
275	0.1981683476
276	0.1981339513
277	0.1980983016
278	0.198081247
279	0.1980420831
280	0.1980147187
281	0.1979916567
282	0.1979523245
283	0.1979273143
284	0.1979158483
285	0.1978867953
286	0.1978728769
287	0.1978328274
288	0.1977967612
289	0.19290	0.197290	0.19291	0.197291	0.1977139607
292	0.1976759669
293	0.1976411263
294	0.1976162839
295	0.1975823351
296	0.1975657714
297	0.1975368453
298	0.1975146938
299	0.197502169
300	0.1974742168
301	0.1974451434
302	0.1974134099
303	0.1973779765
304	0.1973633638
305	0.1973278171
306	0.1973001687
307	0.1972673685
308	0.1972403695
309	0.1972051865
310	0.1971835584
311	0.1971620149
312	0.1971219579
313	0.1970960887
314	0.1970630589
315	0.1970373385
316	0.1970027895
317	0.196979358
318	0.196952548
319	0.1969236296
320	0.1968986097
321	0.1968743035
322	0.1968560221
323	0.1968285692
324	0.1967899037
325	0.19675737
326	0.1967292987
327	0.1967017177
328	0.1966781899
329	0.1966510668
330	0.1966260867
331	0.1965943016
332	0.1965601515
333	0.1965311913
334	0.1965090292
335	0.1964891729
336	0.1964652087
337	0.196338	0.19338	0.196339	0.19339	0.1963829343
340	0.1963486756
341	0.1963104473
342	0.196343	0.19343	0.1962724981
344	0.1962473195
345	0.1962218499
346	0.1961982359
347	0.1961703758
348	0.196129234
349	0.196350	0.19350	0.1960840195
351	0.196352	0.19352	0.196353	0.19353	0.196354	0.19354	0.195355	0.19355	0.195356	0.19356	0.1959306302
357	0.1959167612
358	0.195359	0.1359	0.1958360	0.1360	0.1958361	0.1361	0.1958070543
362	0.1957854495
363	0.1957364	0.1364	0.1957365	0.1365	0.1957496604
366	0.1957214213
367	0.1956951697
368	0.1956750706
369	0.1956458967
370	0.1956183005
371	0.1955887666
372	0.1955645533
373	0.1955353968
374	0.1954967805
375	0.1954761746
376	0.1954440973
377	0.1954156563
378	0.1953905341
379	0.1953680515
380	0.1953383289
381	0.1953217387
382	0.1953027405
383	0.1952685507
384	0.1952388501
385	0.195217253
386	0.1951938695
387	0.1951685652
388	0.1951380805
389	0.1951158003
390	0.1950910446
391	0.1950642937
392	0.1950425649
393	0.195024376
394	0.1949975498
395	0.1949672293
396	0.1949382753
397	0.1949260939
398	0.1948897774
399	0.1948707183
400	0.1948299112
401	0.1948212277
402	0.1948035978
403	0.194779626
404	0.1947432987
405	0.1947127861
406	0.194688773
407	0.1946528891
408	0.1946130553
409	0.1945978988
410	0.1945815959
411	0.194552614
412	0.1945312979
413	0.1944977475
414	0.1944710542
415	0.1944215874
416	0.1943982257
417	0.1943733236
418	0.1943539944
419	0.1943223117
420	0.1942833542
421	0.1942681456
422	0.1942473688
423	0.1942164372
424	0.1941953555
425	0.1941674062
426	0.1941523021
427	0.1941295517
428	0.1941031896
429	0.194082132
430	0.1940480483
431	0.194021702
432	0.1940026053
433	0.1939721869
434	0.1939350889
435	0.1939101706
436	0.1938906272
437	0.193867967
438	0.1938407214
439	0.1938131828
440	0.193779887
441	0.1937436421
442	0.1937145196
443	0.1936895437
444	0.1936642023
445	0.1936457276
446	0.1936286873
447	0.1935939677
448	0.1935730912
449	0.1935450251
450	0.1935114535
451	0.193488833
452	0.1934573458
453	0.1934294957
454	0.1933879285
455	0.1933702919
456	0.1933588252
457	0.1933331336
458	0.1932992425
459	0.193269569
460	0.1932573352
461	0.1932297602
462	0.1932190503
463	0.1931918294
464	0.1931670408
465	0.1931399528
46466	0.19198419546467	0.19195807946468	0.19193249646469	0.19190155747470	0.191884562471	0.1929750566
472	0.1929607808
47473	0.1918129474	474	0.1917903475	475	0.1917755476	476	0.1917433477	477	0.1917194478	478	0.1917057479	479	0.1916801480	480	0.1916541481	481	0.1916312482	482	0.1916125483	483	0.1915856484	484	0.1915539485	485	0.1915415486	486	0.1915251487	487	0.191498488	0488	0.191479489	0489	0.191464490	0490	0.191431491	0491	0.19141492	0.492	0.19138493	0.493	0.19135494	0.494	0.1913495	0.1495	0.191496	0.19496	0.191497	0.19497	0.191498	0.19498	0.191499	0.19499	0.191500	0.19500	0.191501	0.19501	0.191502	0.19502	0.19503	0.192503	0.19504	0.192504	0.1505	0.1922505	0.1506	0.1506	0.191106913
507	0.1910936101
508	0.1910685725
509	0.1910354187
510	0.1910219936
511	0.190993393
512	0.1909747559
513	0.1909567675
514	0.1909363759
515	0.1909162934
516	0.19089007
517	0.1908776006
518	0.1908579127
519	0.1908409171
520	0.1908161406
521	0.190798135
522	0.1907634995
523	0.1907439753
524	0.1907223241
525	0.1907031892
526	0.1906887559
527	0.1906673667
528	0.1906452428
529	0.1906251661
530	0.1905951771
531	0.1905788765
532	0.1905553273
533	0.1905318891
534	0.1905125448
535	0.1905055958
536	0.1904920909
537	0.1904756017
538	0.1904452924
539	0.19041416
540	0.190392298
541	0.190373456
542	0.1903424621
543	0.1903266913
544	0.1902988031
545	0.1902800507
546	0.1902506909
547	0.190229125
548	0.1901899746
549	0.19015448155550	0.19013963555551	0.190121077
552	0.19010264735553	0.19006951155554	0.190037626
555	0.1900180063
556	0.1899961204
557	0.1899616344
558	0.1899391532
559	0.1899164698
560	0.1898925798
561	0.1898681445
562	0.1898488492
563	0.1898206727
564	0.1897942085
565	0.189778265
566	0.189754326
567	0.1897225186
568	0.1896919589
569	0.1896713069
570	0.1896468677
571	0.1896196357
572	0.1895960075
573	0.1895713182
574	0.1895515082
575	0.1895282398
576	0.1895096061
577	0.1894846024
578	0.1894635839
579	0.1894403358
580	0.1894153364
581	0.1893817856
582	0.18935255
583	0.1893311707
584	0.1893025095
585	0.1892857911
586	0.1892601391
587	0.1892484124
588	0.1892220196
589	0.189202464
590	0.1891830549
591	0.1891611379
592	0.1891362954
593	0.1891260798
594	0.1890996
595	0.189072805
596	0.1890428167
597	0.189027875
598	0.1890021753
599	0.1889816149
600	0.1889637434
601	0.1889481744
602	0.1889223086
603	0.188913858
604	0.1888914674
605	0.1888726519
606	0.1888466649
607	0.1888185864
608	0.1888002403
609	0.1887692779
610	0.1887523819
611	0.1887214075
612	0.1887009247
613	0.1886724119
614	0.1886474818
615	0.1886280458
616	0.1886019388
617	0.1885814853
618	0.1885529008
619	0.1885324999
620	0.1885152289
621	0.1884927268
622	0.1884623601
623	0.1884497868
624	0.1884133032
625	0.1884003268
626	0.1883789499
627	0.1883610501
628	0.1883361296
629	0.1883192978
630	0.1882988997
631	0.1882754195
632	0.1882444982
633	0.1882222896
634	0.188193884
635	0.188174645
636	0.1881534265
637	0.1881291229
638	0.188111466
639	0.1880885303
640	0.1880617881
641	0.1880468639
642	0.1880141042
643	0.1879953475
644	0.1879650494
645	0.1879536074
646	0.1879335568
647	0.1879136571
648	0.1878967264
649	0.1878726082
650	0.1878550286
651	0.1878411976
652	0.1878157157
653	0.1877904659
654	0.1877553264
655	0.1877375421
656	0.1877174653
657	0.1877027609
658	0.1876867732
659	0.1876582029
660	0.1876426819
661	0.1876152879
662	0.187588581
663	0.1875645022
664	0.1875385505
665	0.1875099536
666	0.1874797734
667	0.1874570747
668	0.1874323134
669	0.1874210591
670	0.1873952616
671	0.1873772349
672	0.1873508636
673	0.1873261764
674	0.1873074768
675	0.1872827504
676	0.1872695655
677	0.1872562077
678	0.1872356581
679	0.1872074658
680	0.1871818997
681	0.1871523139
682	0.1871192674
683	0.1870989543
684	0.1870760337
685	0.1870473103
686	0.1870168385
687	0.1869975618
688	0.1869792219
689	0.1869516408
690	0.1869281025
691	0.1868988943
692	0.1868827614
693	0.1868572463
694	0.1868327113
695	0.1868098441
696	0.18679697	0.697	0.18677698	0698	0.186746699	0699	0.186716700	0700	0.1866825441
701	0.1866567
702	0.1866318336
703	0.1866069654
704	0.18657517670705	0.18654530070706	0.18653121670707	0.18649892570708	0.18648674870709	0.18646167771710	0.18644480371711	0.18642581712712	0.18640228713713	0.18637627714714	0.18635693715715	0.1863413671716	0.18632262271717	0.18630117771718	0.1862656697719	0.18624964937720	0.186226773
721	0.186217483
722	0.1861901968
723	0.1861777878
724	0.18615196747725	0.1861252873
726	0.1860982489
727	0.1860728211
728	0.186053167
729	0.1860337261
730	0.18601492
731	0.1859948602
732	0.1859830871
733	0.1859631081
734	0.1859484366
735	0.1859258902
736	0.1859090237
737	0.1858865273
738	0.1858663309
739	0.1858458955
740	0.1858203698
741	0.1857868279
742	0.1857634921
743	0.1857402286
744	0.1857143191
745	0.1856841853
746	0.1856510962
747	0.1856280694
748	0.1856071178
749	0.1855834276
750	0.1855573258
751	0.1855339618
752	0.1855112183
753	0.1854880018
754	0.1854659746
755	0.1854570304
756	0.1854300103
757	0.1853963699
758	0.1853748847
759	0.1853475475
760	0.1853336713
761	0.1853113377
762	0.1852901215
763	0.1852644798
764	0.1852406122
765	0.185212579
766	0.1851967493
767	0.1851690463
768	0.1851484127
769	0.1851271496
770	0.1851090706
771	0.1850827004
772	0.1850598638
773	0.1850472005
774	0.1850285537
775	0.1850011276
776	0.1849782265
777	0.1849493206
778	0.184918509
779	0.1849022344
780	0.1848733527
781	0.1848532316
782	0.1848364741
783	0.1848173879
784	0.1848014383
785	0.1847896261
786	0.1847621604
787	0.1847442106
788	0.184725315
789	0.1847218889
790	0.1847090261
791	0.1846840648
792	0.1846631224
793	0.1846367405
794	0.1846144941
795	0.1846009956
796	0.1845770984
797	0.1845613548
798	0.184540351
799	0.1845233755
800	0.1844935981
801	0.1844578582
802	0.1844449647
803	0.1844366418
804	0.1844253516
805	0.1843965134
806	0.1843793801
807	0.1843558463
808	0.1843346744
809	0.1843166313
810	0.1843076759
811	0.1842965595
812	0.1842836955
813	0.1842719516
814	0.1842512221
815	0.184227295
816	0.1842013401
817	0.1841695929
818	0.1841357765
819	0.1841109834
820	0.184091425
821	0.1840786887
822	0.1840601686
823	0.1840406363
824	0.1840192825
825	0.1839942552
826	0.1839832711
827	0.1839646759
828	0.1839358637
829	0.1839122268
830	0.1838881319
831	0.1838613466
832	0.1838375503
833	0.1838175543
834	0.183802363
835	0.1837882442
836	0.1837643643
837	0.183742278
838	0.1837230958
839	0.1837077397
840	0.1836901334
841	0.1836643417
842	0.1836291508
843	0.1836088282
844	0.1835884373
845	0.1835735564
846	0.1835548961
847	0.1835373482
848	0.1835040202
849	0.1834828982
850	0.1834706187
851	0.1834520506
852	0.1834333291
853	0.1834107904
854	0.1834015633
855	0.1833814227
856	0.1833583169
857	0.1833358383
858	0.1833119106
859	0.1832933249
860	0.1832747796
861	0.1832580999
862	0.1832434955
863	0.1832270535
864	0.1832101368
865	0.1831865868
866	0.1831626957
867	0.1831372602
868	0.1831224785
869	0.1831097957
870	0.183091279
871	0.1830616352
872	0.1830382319
873	0.1830320633
874	0.1830161221
875	0.1829998498
876	0.1829820559
877	0.1829622719
878	0.1829509942
879	0.1829324282
880	0.1829104251
881	0.1828772172
882	0.1828621948
883	0.1828459593
884	0.1828288999
885	0.1828104652
886	0.1827985708
887	0.1827752144
888	0.182758851
889	0.1827371119
890	0.1827199672
891	0.182695853
892	0.1826787089
893	0.1826477337
894	0.1826245738
895	0.1825911661
896	0.1825725496
897	0.1825450527
898	0.18252437
899	0.1825124639
900	0.1824910694
901	0.1824813904
902	0.1824572683
903	0.1824451722
904	0.1824215744
905	0.182403272
906	0.1823784169
907	0.1823679519
908	0.1823569772
909	0.1823337876
910	0.1823102268
911	0.182282691
912	0.1822593229
913	0.182241127
914	0.1822183209
915	0.1822123652
916	0.1821843556
917	0.182163313
918	0.1821509245
919	0.1821297759
920	0.1821130321
921	0.1820837678
922	0.1820640357
923	0.1820447228
924	0.1820371076
925	0.1820294973
926	0.1820114921
927	0.1820044542
928	0.1819937341
929	0.1819833037
930	0.181955483
931	0.1819349431
932	0.1819129098
933	0.1818932723
934	0.181877617
935	0.1818643678
936	0.1818490485
937	0.1818355738
938	0.1818203094
939	0.1817977869
940	0.1817766005
941	0.1817567428
942	0.1817213137
943	0.1816997198
944	0.1816865736
945	0.1816751828
946	0.1816563369
947	0.1816365192
948	0.1816288291
949	0.1815965646
950	0.1815770931
951	0.1815630214
952	0.1815466089
953	0.1815316784
954	0.1815201741
955	0.1815023821
956	0.1814831924
957	0.1814625934
958	0.181451109
959	0.1814191968
960	0.1813968604
961	0.1813812325
962	0.1813556713
963	0.1813366264
964	0.1813115191
965	0.1812980054
966	0.1812766762
967	0.1812651597
968	0.1812484257
969	0.1812258795
970	0.1812063149
971	0.181193034
972	0.1811817305
973	0.1811613991
974	0.1811328531
975	0.1811166443
976	0.1810967281
977	0.1810744477
978	0.1810508509
979	0.1810314493
980	0.1810086508
981	0.1809858767
982	0.1809769481
983	0.1809604829
984	0.1809415545
985	0.1809241773
986	0.1809091543
987	0.1808903495
988	0.180874479
989	0.1808579746
990	0.1808365807
991	0.1808207309
992	0.1807957652
993	0.1807709842
994	0.1807495061
995	0.1807155083
996	0.1807030179
997	0.1806831477
998	0.1806619562
999	0.1806450629
684
582
	0.1820781606
